loan_id,business_id,credit_officer_id,dismissal_description,acquisition_channel,sector,principal,total_owing_at_issue,application_number,applying_for_loan_number,loan_number,employee_count,approval_status,paid_late,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd
916900,217147,260478,,Friend,Beauty Fashion,918300.0,1028900.0,23,23,23,1,Approved,false,1028900.0,1028900.0,110600.0
944092,217147,730701,,Friend,Beauty Fashion,1010100.0,1131500.0,24,24,24,1,Approved,false,1131500.0,1131500.0,121400.0
972055,217147,730701,,Friend,Beauty Fashion,1111100.0,1244500.0,25,25,25,1,Approved,false,1244500.0,1244500.0,133400.0
820792,576629,137991,,Radio / TV / Newspaper,Food Staple Goods,300000.0,345500.0,1,1,1,1,Approved,false,345500.0,345500.0,45500.0
845556,576629,137991,,Radio / TV / Newspaper,Food Staple Goods,324900.0,374100.0,2,2,2,1,Approved,false,374100.0,374100.0,49200.0
866554,576629,137991,,Radio / TV / Newspaper,Food Staple Goods,349800.0,402800.0,3,3,3,1,Approved,false,402800.0,402800.0,53000.0
891319,576629,137991,,Radio / TV / Newspaper,Food Staple Goods,382000.0,439900.0,4,4,4,1,Approved,false,439900.0,439900.0,57900.0
904668,576629,137991,,Radio / TV / Newspaper,Food Staple Goods,405900.0,459200.0,5,5,5,1,Approved,false,459200.0,459200.0,53300.0
920726,576629,137991,,Radio / TV / Newspaper,Food Staple Goods,432800.0,485200.0,6,6,6,1,Approved,false,485200.0,485200.0,52400.0
944276,576629,137991,,Radio / TV / Newspaper,Food Staple Goods,471300.0,542700.0,7,7,7,1,Approved,false,542700.0,542700.0,71400.0
970414,576629,137991,,Radio / TV / Newspaper,Food Staple Goods,515900.0,594100.0,8,8,8,1,Approved,false,594100.0,594100.0,78200.0
484970,367427,137994,Client does not have all of the requirements,Friend,Health Clinic,260000.0,,1,1,,2,Declined,false,,,
548205,367427,137994,,Friend,Health Clinic,230000.0,,2,1,,2,Declined,false,,,
603087,367427,108016,,Friend,Health Clinic,200000.0,223800.0,3,1,1,2,Approved,false,223800.0,223800.0,23800.0
622869,367427,108016,,Friend,Health Clinic,214600.0,240200.0,4,2,2,2,Approved,false,240200.0,240200.0,25600.0
641542,367427,108016,,Friend,Health Clinic,243500.0,272500.0,5,3,3,2,Approved,false,272500.0,272500.0,29000.0
666532,367427,108016,,Friend,Health Clinic,321600.0,359900.0,6,4,4,2,Approved,false,359900.0,359900.0,38300.0
691823,367427,108016,,Friend,Health Clinic,350200.0,391900.0,7,5,5,2,Approved,false,391900.0,391900.0,41700.0
721497,367427,108016,,Friend,Health Clinic,385200.0,431000.0,8,6,6,2,Approved,false,431000.0,431000.0,45800.0
752711,367427,108016,,Friend,Health Clinic,423700.0,474200.0,9,7,7,2,Approved,false,474200.0,474200.0,50500.0
776594,367427,108016,,Friend,Health Clinic,458900.0,514400.0,10,8,8,2,Approved,false,514400.0,514400.0,55500.0
808752,367427,108016,,Friend,Health Clinic,458900.0,514400.0,11,9,9,2,Approved,false,514400.0,514400.0,55500.0
840975,367427,108016,,Friend,Health Clinic,503600.0,564600.0,12,10,10,2,Approved,false,564600.0,564600.0,61000.0
868213,367427,108016,,Friend,Health Clinic,548500.0,614900.0,13,11,11,2,Approved,false,614900.0,614900.0,66400.0
895482,367427,108016,,Friend,Health Clinic,603400.0,676400.0,14,12,12,2,Approved,false,676400.0,676400.0,73000.0
920728,367427,108016,,Friend,Health Clinic,663700.0,744000.0,15,13,13,2,Approved,false,744000.0,744000.0,80300.0
944656,367427,108016,,Friend,Health Clinic,724700.0,812200.0,16,14,14,2,Approved,false,812200.0,812200.0,87500.0
974081,367427,108016,,Friend,Health Clinic,797200.0,893400.0,17,15,15,2,Approved,false,893400.0,893400.0,96200.0
355332,280236,279291,,Friend,Beauty Fashion,180000.0,205500.0,1,1,1,4,Approved,false,205500.0,205500.0,25500.0
384733,280236,279291,,Friend,Beauty Fashion,260100.0,289100.0,2,2,2,4,Approved,false,289100.0,289100.0,29000.0
415269,280236,342130,,Friend,Beauty Fashion,350000.0,389000.0,3,3,3,4,Approved,false,389000.0,389000.0,39000.0
441001,280236,342130,,Friend,Beauty Fashion,416000.0,462300.0,4,4,4,4,Approved,false,462300.0,462300.0,46300.0
479462,280236,342130,,Friend,Beauty Fashion,567400.0,630600.0,5,5,5,4,Approved,false,630600.0,630600.0,63200.0
509926,280236,342130,,Friend,Beauty Fashion,624100.0,693600.0,6,6,6,4,Approved,false,693600.0,693600.0,69500.0
540702,280236,342130,,Friend,Beauty Fashion,686500.0,768100.0,7,7,7,4,Approved,false,768100.0,768100.0,81600.0
569339,280236,279288,,Friend,Beauty Fashion,755200.0,844800.0,8,8,8,4,Approved,false,844800.0,844800.0,89600.0
599174,280236,201651,,Friend,Beauty Fashion,770300.0,861700.0,9,9,9,4,Approved,false,861700.0,861700.0,91400.0
630617,280236,201651,,Friend,Beauty Fashion,785700.0,878900.0,10,10,10,4,Approved,false,878900.0,878900.0,93200.0
661191,280236,201651,,Friend,Beauty Fashion,801400.0,896400.0,11,11,11,4,Approved,false,896400.0,896400.0,95000.0
690851,280236,201651,,Friend,Beauty Fashion,817400.0,914300.0,12,12,12,4,Approved,false,914300.0,914300.0,96900.0
721773,280236,201651,,Friend,Beauty Fashion,833700.0,932500.0,13,13,13,4,Approved,false,932500.0,932500.0,98800.0
751184,280236,60425,,Friend,Beauty Fashion,850400.0,951100.0,14,14,14,4,Approved,false,951100.0,951100.0,100700.0
782040,280236,60425,,Friend,Beauty Fashion,867400.0,971900.0,15,15,15,4,Approved,false,971900.0,971900.0,104500.0
814350,280236,60425,,Friend,Beauty Fashion,954100.0,1068900.0,16,16,16,4,Approved,false,1068900.0,1068900.0,114800.0
844550,280236,60425,,Friend,Beauty Fashion,1049500.0,1175600.0,17,17,17,4,Approved,false,1175600.0,1175600.0,126100.0
878056,280236,60425,,Friend,Beauty Fashion,1049500.0,1175600.0,18,18,18,4,Approved,false,1175600.0,1175600.0,126100.0
905698,280236,60425,,Friend,Beauty Fashion,1049500.0,1175600.0,19,19,19,4,Approved,false,1175600.0,1175600.0,126100.0
930570,280236,60425,,Friend,Beauty Fashion,1049500.0,1175600.0,20,20,20,4,Approved,false,1175600.0,1175600.0,126100.0
957668,280236,60425,,Friend,Beauty Fashion,1154400.0,1292900.0,21,21,21,4,Approved,false,1292900.0,1292900.0,138500.0
10737,14775,,Client thought that loan amount was too small,Facebook,Repairs Cleaning,53800.0,,1,1,,1,Cancelled,false,,,
136937,14775,131450,,Facebook,Repairs Cleaning,200000.0,233200.0,2,1,1,1,Approved,false,233200.0,233200.0,33200.0
150068,14775,131450,,Facebook,Repairs Cleaning,213200.0,240000.0,3,2,2,1,Approved,false,240000.0,240000.0,26800.0
164550,14775,131450,,Facebook,Repairs Cleaning,228800.0,256600.0,4,3,3,1,Approved,false,256600.0,256600.0,27800.0
190637,14775,131450,,Facebook,Repairs Cleaning,250000.0,280400.0,5,4,4,1,Approved,false,280400.0,280400.0,30400.0
215475,14775,131450,,Facebook,Repairs Cleaning,270000.0,302800.0,6,5,5,1,Approved,false,302800.0,302800.0,32800.0
234972,14775,131450,,Facebook,Repairs Cleaning,288000.0,323000.0,7,6,6,1,Approved,false,323000.0,323000.0,35000.0
257117,14775,131450,,Facebook,Repairs Cleaning,306800.0,344000.0,8,7,7,1,Approved,false,344000.0,344000.0,37200.0
292135,14775,131450,,Facebook,Repairs Cleaning,335000.0,375700.0,9,8,8,1,Approved,false,375700.0,375700.0,40700.0
322345,14775,131450,,Facebook,Repairs Cleaning,363800.0,408000.0,10,9,9,1,Approved,false,408000.0,408000.0,44200.0
343013,14775,131450,,Facebook,Repairs Cleaning,392900.0,440600.0,11,10,10,1,Approved,false,440600.0,440600.0,47700.0
366591,14775,131450,,Facebook,Repairs Cleaning,427900.0,479900.0,12,11,11,1,Approved,false,479900.0,479900.0,52000.0
387093,14775,131450,,Facebook,Repairs Cleaning,460700.0,516700.0,13,12,12,1,Approved,false,516700.0,516700.0,56000.0
416082,14775,131450,,Facebook,Repairs Cleaning,504300.0,565600.0,14,13,13,1,Approved,false,565600.0,565600.0,61300.0
443028,14775,131450,,Facebook,Repairs Cleaning,547700.0,614200.0,15,14,14,1,Approved,false,614200.0,614200.0,66500.0
475920,14775,131450,,Facebook,Repairs Cleaning,602500.0,675700.0,16,15,15,1,Approved,false,675700.0,675700.0,73200.0
506753,14775,131450,,Facebook,Repairs Cleaning,661200.0,741500.0,17,16,16,1,Approved,false,741500.0,741500.0,80300.0
542665,14775,131450,,Facebook,Repairs Cleaning,727300.0,821100.0,18,17,17,1,Approved,false,821100.0,821100.0,93800.0
570105,14775,131450,,Facebook,Repairs Cleaning,741800.0,837400.0,19,18,18,1,Approved,false,837400.0,837400.0,95600.0
596041,14775,131450,,Facebook,Repairs Cleaning,755000.0,852200.0,20,19,19,1,Approved,false,852200.0,852200.0,97200.0
627803,14775,131450,,Facebook,Repairs Cleaning,770100.0,869300.0,21,20,20,1,Approved,false,869300.0,869300.0,99200.0
666939,14775,131450,,Facebook,Repairs Cleaning,785500.0,886600.0,22,21,21,1,Approved,false,886600.0,886600.0,101100.0
697090,14775,131450,,Facebook,Repairs Cleaning,801200.0,904300.0,23,22,22,1,Approved,false,904300.0,904300.0,103100.0
726393,14775,131450,,Facebook,Repairs Cleaning,817200.0,922400.0,24,23,23,1,Approved,false,922400.0,922400.0,105200.0
757817,14775,131450,,Facebook,Repairs Cleaning,833500.0,940800.0,25,24,24,1,Approved,false,940800.0,940800.0,107300.0
785615,14775,131450,,Facebook,Repairs Cleaning,849700.0,960800.0,26,25,25,1,Approved,false,960800.0,960800.0,111100.0
813818,14775,131450,,Facebook,Repairs Cleaning,865800.0,970100.0,27,26,26,1,Approved,false,970100.0,970100.0,104300.0
844234,14775,131450,,Facebook,Repairs Cleaning,883100.0,989500.0,28,27,27,1,Approved,false,989500.0,989500.0,106400.0
872545,14775,131450,,Facebook,Repairs Cleaning,900300.0,1008700.0,29,28,28,1,Approved,false,1008700.0,1008700.0,108400.0
896463,14775,131450,,Facebook,Repairs Cleaning,916900.0,1027300.0,30,29,29,1,Approved,false,1027300.0,1027300.0,110400.0
919599,14775,131450,,Facebook,Repairs Cleaning,1003800.0,1124500.0,31,30,30,1,Approved,false,1124500.0,1124500.0,120700.0
946506,14775,131450,,Facebook,Repairs Cleaning,1101600.0,1234000.0,32,31,31,1,Approved,false,1234000.0,1234000.0,132400.0
976705,14775,131450,,Facebook,Repairs Cleaning,1211800.0,1357200.0,33,32,32,1,Approved,false,1357200.0,1357200.0,145400.0
147952,139096,137985,Unable to contact client,Sales Team,Arts Media,230000.0,,1,1,,2,Cancelled,false,,,
911238,139096,279290,,Sales Team,Arts Media,500000.0,591000.0,2,1,1,2,Approved,false,591000.0,591000.0,91000.0
929917,139096,279290,,Sales Team,Arts Media,534900.0,605100.0,3,2,2,2,Approved,false,605100.0,605100.0,70200.0
954936,139096,279290,,Sales Team,Arts Media,640000.0,724000.0,4,3,3,2,Approved,false,724000.0,724000.0,84000.0
980067,139096,279290,,Sales Team,Arts Media,1006600.0,,5,4,,2,Cancelled,false,,,
980436,139096,279290,,Sales Team,Arts Media,750000.0,848200.0,6,4,4,2,Approved,false,848200.0,848200.0,98200.0
691328,485841,,,Google,Food Staple Goods,300000.0,,1,1,,2,Expired,false,,,
699785,485841,175606,,Google,Food Staple Goods,300000.0,344800.0,2,1,1,2,Approved,false,344800.0,344800.0,44800.0
732433,485841,175606,,Google,Food Staple Goods,330000.0,379300.0,3,2,2,2,Approved,false,379300.0,379300.0,49300.0
763021,485841,175606,,Google,Food Staple Goods,363000.0,418000.0,4,3,3,2,Approved,false,418000.0,418000.0,55000.0
787764,485841,175606,,Google,Food Staple Goods,396400.0,456400.0,5,4,4,2,Approved,false,456400.0,456400.0,60000.0
818522,485841,175606,,Google,Food Staple Goods,436000.0,502100.0,6,5,5,2,Approved,false,502100.0,502100.0,66100.0
851638,485841,175606,,Google,Food Staple Goods,479600.0,552300.0,7,6,6,2,Approved,false,552300.0,552300.0,72700.0
883660,485841,175606,,Google,Food Staple Goods,527600.0,607500.0,8,7,7,2,Approved,false,607500.0,607500.0,79900.0
910027,485841,175606,,Google,Food Staple Goods,580400.0,668300.0,9,8,8,2,Approved,false,668300.0,668300.0,87900.0
936707,485841,175606,,Google,Food Staple Goods,636900.0,733400.0,10,9,9,2,Approved,false,733400.0,733400.0,96500.0
962727,485841,175606,,Google,Food Staple Goods,698900.0,804700.0,11,10,10,2,Approved,false,804700.0,804700.0,105800.0
951532,669730,137985,,Google,Hospitality,312000.0,359300.0,1,1,1,,Approved,false,359300.0,359300.0,47300.0
857528,599806,85891,,Friend,Autoparts Hardware,260000.0,291500.0,1,1,1,1,Approved,false,291500.0,291500.0,31500.0
887056,599806,85891,,Friend,Autoparts Hardware,285300.0,319800.0,2,2,2,1,Approved,false,319800.0,319800.0,34500.0
912158,599806,85891,,Friend,Autoparts Hardware,313800.0,351800.0,3,3,3,1,Approved,false,351800.0,351800.0,38000.0
942500,599806,85891,,Friend,Autoparts Hardware,345200.0,387000.0,4,4,4,1,Approved,false,387000.0,387000.0,41800.0
970220,599806,85891,,Friend,Autoparts Hardware,379700.0,425600.0,5,5,5,1,Approved,false,425600.0,425600.0,45900.0
847263,595245,175600,,Friend,Phones Electronics,260000.0,,1,1,,2,Declined,false,,,
935927,595245,395021,,Friend,Phones Electronics,300000.0,336300.0,2,1,1,2,Approved,false,336300.0,336300.0,36300.0
964270,595245,395021,,Friend,Phones Electronics,400000.0,448400.0,3,2,2,2,Approved,false,448400.0,448400.0,48400.0
613808,438940,,,Friend,Phones Electronics,200000.0,,1,1,,2,Expired,false,,,
664884,438940,,,Friend,Phones Electronics,230000.0,,2,1,,2,Expired,false,,,
747161,438940,245783,,Friend,Phones Electronics,230000.0,264400.0,3,1,1,2,Approved,false,264400.0,264400.0,34400.0
771790,438940,137985,,Friend,Phones Electronics,246100.0,275900.0,4,2,2,2,Approved,false,275900.0,275900.0,29800.0
804507,438940,137985,,Friend,Phones Electronics,270700.0,303500.0,5,3,3,2,Approved,false,303500.0,303500.0,32800.0
827791,438940,137985,,Friend,Phones Electronics,292300.0,327700.0,6,4,4,2,Approved,false,327700.0,327700.0,35400.0
861284,438940,137985,,Friend,Phones Electronics,320000.0,358700.0,7,5,5,2,Approved,false,358700.0,358700.0,38700.0
910061,438940,137985,,Friend,Phones Electronics,353600.0,396400.0,8,6,6,2,Approved,true,352000.0,396400.0,42800.0
978139,438940,137985,,Friend,Phones Electronics,185000.0,211200.0,9,7,7,2,Approved,false,211200.0,211200.0,26200.0
222074,195270,131449,,Friend,Drugshop,260000.0,296800.0,1,1,1,1,Approved,false,296800.0,296800.0,36800.0
244299,195270,131449,,Friend,Drugshop,276300.0,307000.0,2,2,2,1,Approved,false,307000.0,307000.0,30700.0
264076,195270,131449,,Friend,Drugshop,321600.0,357500.0,3,3,3,1,Approved,false,357500.0,357500.0,35900.0
290572,195270,131449,,Friend,Drugshop,448200.0,498100.0,4,4,4,1,Approved,false,498100.0,498100.0,49900.0
314158,195270,131449,,Friend,Drugshop,653900.0,726700.0,5,5,5,1,Approved,false,726700.0,726700.0,72800.0
331932,195270,131449,,Friend,Drugshop,697200.0,774800.0,6,6,6,1,Approved,false,774800.0,774800.0,77600.0
354581,195270,131449,,Friend,Drugshop,759300.0,843800.0,7,7,7,1,Approved,false,843800.0,843800.0,84500.0
383344,195270,131449,,Friend,Drugshop,774500.0,860700.0,8,8,8,1,Approved,false,860700.0,860700.0,86200.0
408215,195270,131449,,Friend,Drugshop,787400.0,875100.0,9,9,9,1,Approved,false,875100.0,875100.0,87700.0
430206,195270,131449,,Friend,Drugshop,798900.0,887900.0,10,10,10,1,Approved,false,887900.0,887900.0,89000.0
464488,195270,131449,,Friend,Drugshop,814900.0,905700.0,11,11,11,1,Approved,false,905700.0,905700.0,90800.0
497239,195270,131449,,Friend,Drugshop,831200.0,923800.0,12,12,12,1,Approved,false,923800.0,923800.0,92600.0
521841,195270,131449,Client travelling away from business,Friend,Drugshop,846500.0,,13,13,,1,Cancelled,false,,,
524615,195270,131449,Client travelling away from business,Friend,Drugshop,847800.0,,14,13,,1,Cancelled,false,,,
525998,195270,131449,,Friend,Drugshop,847800.0,948300.0,15,13,13,1,Approved,false,948300.0,948300.0,100500.0
549777,195270,131449,,Friend,Drugshop,862400.0,964500.0,16,14,14,1,Approved,false,964500.0,964500.0,102100.0
568215,195270,131449,,Friend,Drugshop,875600.0,979300.0,17,15,15,1,Approved,false,979300.0,979300.0,103700.0
596559,195270,131449,,Friend,Drugshop,893100.0,998800.0,18,16,16,1,Approved,false,998800.0,998800.0,105700.0
628977,195270,131449,,Friend,Drugshop,911000.0,1018800.0,19,17,17,1,Approved,false,1018800.0,1018800.0,107800.0
660819,195270,131449,,Friend,Drugshop,929200.0,1039100.0,20,18,18,1,Approved,false,1039100.0,1039100.0,109900.0
687371,195270,131449,,Friend,Drugshop,946800.0,1058800.0,21,19,19,1,Approved,false,1058800.0,1058800.0,112000.0
717106,195270,131449,,Friend,Drugshop,965700.0,1079900.0,22,20,20,1,Approved,false,1079900.0,1079900.0,114200.0
748844,195270,131449,,Friend,Drugshop,985000.0,1101500.0,23,21,21,1,Approved,false,1101500.0,1101500.0,116500.0
781670,195270,131449,,Friend,Drugshop,1004700.0,1125500.0,24,22,22,1,Approved,false,1125500.0,1125500.0,120800.0
813280,195270,131449,,Friend,Drugshop,1024800.0,1148000.0,25,23,23,1,Approved,false,1148000.0,1148000.0,123200.0
845845,195270,131449,,Friend,Drugshop,1045300.0,1170900.0,26,24,24,1,Approved,false,1170900.0,1170900.0,125600.0
880063,195270,131449,,Friend,Drugshop,1066200.0,1194400.0,27,25,25,1,Approved,false,1194400.0,1194400.0,128200.0
905866,195270,131449,,Friend,Drugshop,1172800.0,1313600.0,28,26,26,1,Approved,false,1313600.0,1313600.0,140800.0
930993,195270,131449,,Friend,Drugshop,1283900.0,1450900.0,29,27,27,1,Approved,false,1450900.0,1450900.0,167000.0
960084,195270,131449,,Friend,Drugshop,1412300.0,1595900.0,30,28,28,1,Approved,false,1595900.0,1595900.0,183600.0
354515,279941,159407,,Friend,Mobile Money Airtime,270000.0,308300.0,1,1,1,2,Approved,false,308300.0,308300.0,38300.0
389273,279941,159407,,Friend,Mobile Money Airtime,390000.0,437400.0,2,2,2,2,Approved,false,437400.0,437400.0,47400.0
421666,279941,159407,,Friend,Mobile Money Airtime,429000.0,481100.0,3,3,3,2,Approved,false,481100.0,481100.0,52100.0
455258,279941,395019,,Friend,Mobile Money Airtime,400000.0,448600.0,4,4,4,2,Approved,false,448600.0,448600.0,48600.0
496040,279941,395019,,Friend,Mobile Money Airtime,400000.0,448600.0,5,5,5,2,Approved,false,448600.0,448600.0,48600.0
523113,279941,395019,,Friend,Mobile Money Airtime,400000.0,451700.0,6,6,6,2,Approved,false,451700.0,451700.0,51700.0
555282,279941,395019,,Friend,Mobile Money Airtime,628100.0,709300.0,7,7,7,2,Approved,false,709300.0,709300.0,81200.0
585077,279941,395019,,Friend,Mobile Money Airtime,600000.0,677500.0,8,8,8,2,Approved,false,677500.0,677500.0,77500.0
616213,279941,395019,,Friend,Mobile Money Airtime,600000.0,677500.0,9,9,9,2,Approved,false,677500.0,677500.0,77500.0
649109,279941,395019,,Friend,Mobile Money Airtime,600000.0,677500.0,10,10,10,2,Approved,false,677500.0,677500.0,77500.0
681308,279941,395019,,Friend,Mobile Money Airtime,600000.0,677500.0,11,11,11,2,Approved,false,677500.0,677500.0,77500.0
709398,279941,395019,,Friend,Mobile Money Airtime,600000.0,677500.0,12,12,12,2,Approved,false,677500.0,677500.0,77500.0
737612,279941,395019,,Friend,Mobile Money Airtime,822200.0,928000.0,13,13,13,2,Approved,false,928000.0,928000.0,105800.0
768731,279941,395019,,Friend,Mobile Money Airtime,838600.0,948200.0,14,14,14,2,Approved,false,948200.0,948200.0,109600.0
801157,279941,395019,,Friend,Mobile Money Airtime,838600.0,948200.0,15,15,15,2,Approved,false,948200.0,948200.0,109600.0
835076,279941,395019,,Friend,Mobile Money Airtime,838600.0,948200.0,16,16,16,2,Approved,false,948200.0,948200.0,109600.0
868316,279941,395019,,Friend,Mobile Money Airtime,838600.0,948200.0,17,17,17,2,Approved,false,948200.0,948200.0,109600.0
897809,279941,395019,,Friend,Mobile Money Airtime,838600.0,948200.0,18,18,18,2,Approved,false,948200.0,948200.0,109600.0
927000,279941,137987,,Friend,Mobile Money Airtime,838600.0,948200.0,19,19,19,2,Approved,false,948200.0,948200.0,109600.0
957972,279941,137987,,Friend,Mobile Money Airtime,838600.0,948200.0,20,20,20,2,Approved,false,948200.0,948200.0,109600.0
929192,652865,137987,,Google,Beauty Fashion,312000.0,349700.0,1,1,1,,Approved,false,349700.0,349700.0,37700.0
959016,652865,137987,,Google,Beauty Fashion,343200.0,384700.0,2,2,2,,Approved,false,384700.0,384700.0,41500.0
712787,498617,279290,,Friend,Beauty Fashion,260000.0,298900.0,1,1,1,1,Approved,true,50000.0,298900.0,38900.0
765012,498617,279290,,Friend,Beauty Fashion,200000.0,230300.0,2,2,2,1,Approved,false,230300.0,230300.0,30300.0
797918,498617,279290,,Friend,Beauty Fashion,220000.0,253300.0,3,3,3,1,Approved,false,253300.0,253300.0,33300.0
827928,498617,279290,,Friend,Beauty Fashion,242000.0,276200.0,4,4,4,1,Approved,false,276200.0,276200.0,34200.0
860103,498617,279290,,Friend,Beauty Fashion,266200.0,303900.0,5,5,5,1,Approved,false,303900.0,303900.0,37700.0
893639,498617,279290,,Friend,Beauty Fashion,292800.0,334200.0,6,6,6,1,Approved,true,200000.0,334200.0,41400.0
926762,498617,279290,,Friend,Beauty Fashion,292800.0,346000.0,7,7,7,1,Approved,false,346000.0,346000.0,53200.0
955125,498617,279290,,Friend,Beauty Fashion,322100.0,364400.0,8,8,8,1,Approved,false,364400.0,364400.0,42300.0
984652,498617,279290,,Friend,Beauty Fashion,354300.0,400800.0,9,9,9,1,Approved,false,400800.0,400800.0,46500.0
936649,658577,245781,,Google,Health Clinic,400000.0,460600.0,1,1,1,,Approved,false,460600.0,460600.0,60600.0
953334,658577,245781,,Google,Health Clinic,425000.0,480800.0,2,2,2,,Approved,false,480800.0,480800.0,55800.0
960884,658577,245781,,Google,Health Clinic,440900.0,498800.0,3,3,3,,Approved,false,498800.0,498800.0,57900.0
971961,658577,245781,,Google,Health Clinic,554400.0,627200.0,4,4,4,,Approved,false,627200.0,627200.0,72800.0
982450,658577,245781,,Google,Health Clinic,683100.0,772600.0,5,5,5,,Approved,false,772600.0,772600.0,89500.0
451602,345377,108019,,Facebook,Food Staple Goods,230000.0,255600.0,1,1,1,2,Approved,false,255600.0,255600.0,25600.0
491278,345377,108019,,Facebook,Food Staple Goods,253000.0,281200.0,2,2,2,2,Approved,false,281200.0,281200.0,28200.0
519552,345377,108019,,Facebook,Food Staple Goods,278300.0,311400.0,3,3,3,2,Approved,false,311400.0,311400.0,33100.0
546169,345377,108019,,Facebook,Food Staple Goods,304700.0,341000.0,4,4,4,2,Approved,false,341000.0,341000.0,36300.0
564893,345377,108019,,Facebook,Food Staple Goods,328000.0,367000.0,5,5,5,2,Approved,false,367000.0,367000.0,39000.0
592713,345377,108019,,Facebook,Food Staple Goods,360800.0,403800.0,6,6,6,2,Approved,false,403800.0,403800.0,43000.0
625141,345377,108019,,Facebook,Food Staple Goods,396900.0,444200.0,7,7,7,2,Approved,false,444200.0,444200.0,47300.0
657798,345377,108019,,Facebook,Food Staple Goods,436600.0,488600.0,8,8,8,2,Approved,false,488600.0,488600.0,52000.0
689197,345377,108019,,Facebook,Food Staple Goods,480300.0,537400.0,9,9,9,2,Approved,false,537400.0,537400.0,57100.0
719128,345377,108019,,Facebook,Food Staple Goods,528300.0,,10,10,,2,Declined,false,,,
719848,345377,108019,,Facebook,Food Staple Goods,528300.0,,11,10,,2,Cancelled,false,,,
737180,345377,108019,,Facebook,Food Staple Goods,528300.0,591200.0,12,10,10,2,Approved,false,591200.0,591200.0,62900.0
767856,345377,85891,,Facebook,Food Staple Goods,581100.0,651500.0,13,11,11,2,Approved,false,651500.0,651500.0,70400.0
785653,345377,85891,,Facebook,Food Staple Goods,619600.0,694600.0,14,12,12,2,Approved,false,694600.0,694600.0,75000.0
809056,345377,85891,,Facebook,Food Staple Goods,671000.0,752100.0,15,13,13,2,Approved,false,752100.0,752100.0,81100.0
839345,345377,85891,,Facebook,Food Staple Goods,736400.0,825300.0,16,14,14,2,Approved,false,825300.0,825300.0,88900.0
871235,345377,85891,,Facebook,Food Staple Goods,751100.0,841800.0,17,15,15,2,Approved,false,841800.0,841800.0,90700.0
898725,345377,85891,,Facebook,Food Staple Goods,766100.0,858500.0,18,16,16,2,Approved,false,858500.0,858500.0,92400.0
927828,345377,85891,,Facebook,Food Staple Goods,842700.0,944300.0,19,17,17,2,Approved,false,944300.0,944300.0,101600.0
958573,345377,85891,,Facebook,Food Staple Goods,927000.0,1038600.0,20,18,18,2,Approved,false,1038600.0,1038600.0,111600.0
363591,123935,245781,,Numida staff,Stationary Printing,260000.0,296800.0,1,1,1,0,Approved,false,296800.0,296800.0,36800.0
397324,123935,245781,,Numida staff,Stationary Printing,200000.0,228300.0,2,2,2,0,Approved,false,228300.0,228300.0,28300.0
402420,123935,245781,,Numida staff,Stationary Printing,289600.0,321900.0,3,3,3,0,Approved,false,321900.0,321900.0,32300.0
434739,123935,245781,,Numida staff,Stationary Printing,318600.0,354100.0,4,4,4,0,Approved,false,354100.0,354100.0,35500.0
471864,123935,245781,,Numida staff,Stationary Printing,350500.0,389500.0,5,5,5,0,Approved,false,389500.0,389500.0,39000.0
501281,123935,245781,,Numida staff,Stationary Printing,381700.0,424200.0,6,6,6,0,Approved,false,424200.0,424200.0,42500.0
517584,123935,245781,,Numida staff,Stationary Printing,408300.0,453800.0,7,7,7,0,Approved,false,453800.0,453800.0,45500.0
547532,123935,245781,,Numida staff,Stationary Printing,449100.0,502500.0,8,8,8,0,Approved,false,502500.0,502500.0,53400.0
575230,123935,245781,,Numida staff,Stationary Printing,494000.0,552800.0,9,9,9,0,Approved,false,552800.0,552800.0,58800.0
606567,123935,245781,,Numida staff,Stationary Printing,543400.0,608000.0,10,10,10,0,Approved,false,608000.0,608000.0,64600.0
636609,123935,245781,,Numida staff,Stationary Printing,597700.0,668900.0,11,11,11,0,Approved,false,668900.0,668900.0,71200.0
668075,123935,245781,,Numida staff,Stationary Printing,657500.0,735800.0,12,12,12,0,Approved,false,735800.0,735800.0,78300.0
698585,123935,245781,,Numida staff,Stationary Printing,723200.0,809100.0,13,13,13,0,Approved,false,809100.0,809100.0,85900.0
730788,123935,245781,,Numida staff,Stationary Printing,737700.0,825300.0,14,14,14,0,Approved,false,825300.0,825300.0,87600.0
762581,123935,245781,,Numida staff,Stationary Printing,752500.0,843400.0,15,15,15,0,Approved,false,843400.0,843400.0,90900.0
795721,123935,245781,,Numida staff,Stationary Printing,900000.0,1008400.0,16,16,16,0,Approved,false,1008400.0,1008400.0,108400.0
827191,123935,245781,,Numida staff,Stationary Printing,918000.0,1028500.0,17,17,17,0,Approved,false,1028500.0,1028500.0,110500.0
860165,123935,245781,,Numida staff,Stationary Printing,936400.0,1049100.0,18,18,18,0,Approved,false,1049100.0,1049100.0,112700.0
892668,123935,245781,,Numida staff,Stationary Printing,955100.0,1070000.0,19,19,19,0,Approved,false,1070000.0,1070000.0,114900.0
919832,123935,245781,,Numida staff,Stationary Printing,1050600.0,1176900.0,20,20,20,0,Approved,false,1176900.0,1176900.0,126300.0
950576,123935,245781,,Numida staff,Stationary Printing,1155700.0,1294500.0,21,21,21,0,Approved,false,1294500.0,1294500.0,138800.0
